Bands IC,Band Acc,Système,Poste,Mi-temps,Start Time,Durée (s),Start Vel (km/h),Acc Max (m/s²),Distance (m)
Band IC 2,Dec > 3m/s²,Syst 433,LAT,MT1,14:55:59,"2,1","22,9","3,1","7,6"
Band IC 2,Dec > 3m/s²,Syst 433,LAT,MT1,14:58:35,"3,1","24,22","3,72","13,18"
Band IC 2,Acc > 3m/s²,Syst 433,LAT,MT1,15:02:21,"1,9","7,17","3,2","7,88"
Band IC 2,Dec > 3m/s²,Syst 433,LAT,MT1,15:02:23,"1,9","18,41","3,8","4,59"
Band IC 2,Dec > 3m/s²,Syst 433,LAT,MT1,15:09:32,"1,3","16,53","3,17","2,85"
Band IC 2,Dec > 3m/s²,Syst 433,LAT,MT1,15:09:37,"2,5","19,56","3,19","8,63"
Band IC 2,Acc > 3m/s²,Syst 433,LAT,MT1,15:11:06,"1,9","9,6","3,17","10,41"
Band IC 2,Acc > 3m/s²,Syst 433,LAT,MT1,15:13:56,"2,1","5,49","3,3","8,79"
Band IC 2,Dec > 3m/s²,Syst 433,LAT,MT1,15:14:07,"2,4","25,2","3,35","9,66"
Band IC 2,Dec > 4m/s²,Syst 433,LAT,MT2,15:37:17,"1,4","18,41","4,39","3,88"
Band IC 2,Acc > 3m/s²,Syst 433,LAT,MT2,15:37:20,"2,5","5,97","3,95","14,77"
Band IC 2,Dec > 3m/s²,Syst 433,LAT,MT2,15:37:22,"2,3","24,56","3,55","7,17"
Band IC 2,Dec > 4m/s²,Syst 433,LAT,MT2,15:39:34,"1,1","21,95","4,71","3,33"
Band IC 2,Acc > 3m/s²,Syst 433,LAT,MT2,15:43:29,"1,3","5,75","3,7",6
Band IC 2,Dec > 3m/s²,Syst 433,LAT,MT2,15:43:31,"1,8","17,45","3,85","4,88"
Band IC 2,Dec > 4m/s²,Syst 433,LAT,MT2,15:45:24,1,"18,65","4,55","2,35"
Band IC 2,Dec > 3m/s²,Syst 433,LAT,MT2,15:51:53,"2,5","28,77","3,4","10,82"
Band IC 2,Dec > 3m/s²,Syst 433,LAT,MT2,15:54:56,"2,2","22,57","3,43","6,72"
Band IC 2,Dec > 3m/s²,Syst 433,LAT,MT2,15:59:24,"1,6","18,63","3,9","4,9"
Band IC 2,Dec > 3m/s²,Syst 433,LAT,MT2,16:01:04,"3,4","21,54","3,19","14,78"
Band IC 2,Dec > 3m/s²,Syst 433,LAT,MT2,16:03:23,"1,3","16,58","3,35","3,13"
Band IC 2,Acc > 3m/s²,Syst 433,LAT,MT2,16:03:24,"1,9","7,32","3,28","9,86"
Band IC 2,Dec > 3m/s²,Syst 433,LAT,MT2,16:03:26,"1,3","20,53","3,79","3,2"
Band IC 2,Dec > 3m/s²,Syst 433,LAT,MT2,16:04:02,"3,3","26,5","3,19","11,4"
Band IC 2,Dec > 4m/s²,Syst 433,LAT,MT2,16:10:30,"1,6","20,67","4,66","4,89"
Band IC 2,Acc > 3m/s²,Syst 433,LAT,MT2,16:14:49,"2,4","5,17","3,61","13,24"
Band IC 2,Dec > 4m/s²,Syst 433,LAT,MT2,16:14:51,"1,1","24,2","5,31","2,9"
Band IC 2,Dec > 3m/s²,Syst 433,LAT,MT2,16:16:43,1,"18,52","3,88","2,6"
Band IC 4,Dec > 3m/s²,Syst 433,MCO,MT2,15:48:06,"1,2","16,23","3,67","2,46"
Band IC 4,Dec > 3m/s²,Syst 433,MCO,MT2,15:50:30,"1,6","22,19","3,57","5,24"
Band IC 4,Dec > 3m/s²,Syst 433,MCO,MT2,15:52:38,"1,9","17,94","3,3","6,13"
Band IC 4,Acc > 3m/s²,Syst 433,MCO,MT2,15:57:13,"2,6","5,62","3,13","13,71"
Band IC 4,Dec > 3m/s²,Syst 433,MCO,MT2,16:07:49,"1,5","21,24","3,35","5,6"
Band IC 4,Dec > 3m/s²,Syst 433,MCO,MT2,16:10:45,"2,7","19,45","3,4","10,31"
Band IC 4,Dec > 3m/s²,Syst 433,MCO,MT2,16:16:37,"2,3","20,58","3,21","8,56"
Band IC 4,Acc > 3m/s²,Syst 433,MCO,MT2,16:18:33,"1,9","5,24","3,3","8,26"
Band IC 4,Acc > 3m/s²,Syst 433,AIL,MT1,14:30:53,"2,2","5,93","3,1","10,64"
Band IC 4,Dec > 3m/s²,Syst 433,AIL,MT1,14:30:56,"2,4","19,77","3,74","8,23"
Band IC 4,Dec > 4m/s²,Syst 433,AIL,MT1,14:31:39,"2,4","26,86","4,45","11,28"
Band IC 4,Acc > 3m/s²,Syst 433,AIL,MT1,14:32:22,"3,1","8,84",3,"19,2"
Band IC 4,Acc > 3m/s²,Syst 433,AIL,MT1,14:33:26,"5,9","5,45","3,78","41,6"
Band IC 4,Dec > 3m/s²,Syst 433,AIL,MT1,14:33:32,3,31,"3,6","14,76"
Band IC 4,Acc > 3m/s²,Syst 433,AIL,MT1,14:37:35,"3,2","5,47","3,7","18,97"
Band IC 4,Dec > 3m/s²,Syst 433,AIL,MT1,14:38:54,"0,7","15,68","3,67","1,51"
Band IC 4,Acc > 3m/s²,Syst 433,AIL,MT1,14:47:21,"1,2","5,48","3,54","5,41"
Band IC 4,Dec > 3m/s²,Syst 433,AIL,MT1,14:49:54,3,"28,91","3,71","12,28"
Band IC 4,Dec > 3m/s²,Syst 433,AIL,MT1,14:52:42,"1,5","15,36","3,9","3,71"
Band IC 4,Acc > 3m/s²,Syst 433,AIL,MT1,14:56:29,"4,9","5,17","3,14","31,16"
Band IC 4,Dec > 3m/s²,Syst 433,AIL,MT1,15:01:24,"1,1","15,78","3,53","2,96"
Band IC 4,Dec > 3m/s²,Syst 433,AIL,MT1,15:05:56,1,"15,24","3,23","1,85"
Band IC 4,Dec > 3m/s²,Syst 433,AIL,MT1,15:10:10,"1,7","19,99","3,27","5,17"
Band IC 4,Dec > 3m/s²,Syst 433,AIL,MT1,15:12:54,"2,4","26,66","3,66","9,9"
Band IC 4,Dec > 3m/s²,Syst 433,AIL,MT1,15:13:55,1,"15,5","3,24","2,34"
Band IC 4,Acc > 3m/s²,Syst 433,AIL,MT1,15:13:56,"1,9","5,45","3,8","7,86"
Band IC 4,Dec > 3m/s²,Syst 433,AIL,MT1,15:13:58,"1,7","19,35","3,36","5,18"
Band IC 4,Acc > 3m/s²,Syst 433,AIL,MT2,15:15:36,"3,6","5,15","3,42","22,23"
Band IC 4,Dec > 3m/s²,Syst 433,AIL,MT1,14:31:27,"1,5","16,17","3,7","4,31"
